,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,categorical,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,ordinal,numeric,numeric,numeric
130,20,69.0,8973,5,7,1958,1991,85.0,567,28,413,1008,1053,0,0,1053,0,1,1,1,3,1,6,0,1998.0,2,750,0,80,0,180,0,0,0,7,2006,150000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,FuseA,2Types,Y,None,WD,Abnorml,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,BLQ,TA,Ex,Typ,None,RFn,TA,TA,None,MnWw,2061,15,12
1279,60,75.0,9473,8,5,2002,2002,0.0,804,0,324,1128,1128,903,0,2031,1,0,2,1,3,1,7,1,2002.0,2,577,0,211,0,0,0,0,0,3,2008,237000,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,3159,6,13
237,20,65.0,8773,7,5,2004,2004,98.0,24,0,1390,1414,1414,0,0,1414,0,0,2,0,3,1,6,0,2004.0,2,494,132,105,0,0,0,0,0,5,2010,185500,RL,Pave,None,Lvl,FR2,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2828,6,12
1076,70,75.0,13125,7,6,1940,1984,0.0,410,0,390,800,960,780,0,1740,0,0,1,1,3,1,6,2,1940.0,1,240,0,0,0,0,0,0,0,7,2007,219500,RL,Pave,None,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,CWD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,Gd,Unf,TA,TA,None,None,2540,23,13
638,190,50.0,6000,5,4,1954,1954,0.0,0,0,811,811,811,576,0,1387,0,0,2,0,3,2,7,0,1954.0,1,256,0,0,0,0,0,0,0,11,2009,93000,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,BuiltIn,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Gd,Typ,None,Unf,TA,TA,None,None,2198,55,9
1000,20,64.0,6762,7,5,2006,2006,24.0,686,0,501,1187,1208,0,0,1208,1,0,2,0,2,1,6,0,2006.0,2,632,105,61,0,0,0,0,0,2,2010,206000,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2395,4,12
763,60,72.0,8640,7,5,2009,2009,0.0,24,0,732,756,764,783,0,1547,0,0,2,1,3,1,7,0,2009.0,2,614,169,45,0,0,0,0,0,6,2010,215200,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,Con,Normal,Reg,AllPub,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,None,Unf,TA,TA,None,None,2303,1,12
617,60,65.0,7861,6,5,2002,2003,0.0,457,0,326,783,807,702,0,1509,1,0,2,1,3,1,7,1,2002.0,2,393,100,75,0,0,0,0,0,6,2006,183200,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,None,None,2292,3,11
166,190,62.0,10106,5,7,1940,1999,0.0,351,181,112,644,808,547,0,1355,1,0,2,0,4,2,6,0,0.0,0,0,140,0,0,0,0,0,0,9,2008,127500,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,None,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,Gd,TA,TA,No,ALQ,Rec,Gd,TA,Typ,None,None,None,None,None,None,1999,9,12
160,60,134.0,19378,7,5,2005,2006,456.0,57,0,1335,1392,1392,1070,0,2462,1,0,2,1,4,1,9,1,2006.0,2,576,239,132,0,168,0,0,0,3,2006,320000,RL,Pave,None,HLS,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,IR1,AllPub,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,3854,0,12
909,20,73.0,8885,5,5,1983,1983,0.0,301,324,239,864,902,0,0,902,1,0,1,0,2,1,5,0,1983.0,2,484,164,0,0,0,0,0,0,6,2006,131000,RL,Pave,None,Low,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Mod,TA,TA,Gd,TA,Av,BLQ,ALQ,TA,TA,Typ,None,Unf,TA,TA,None,MnPrv,1766,23,10
58,60,89.0,11645,7,5,2004,2004,0.0,0,0,860,860,860,860,0,1720,0,0,2,1,3,1,7,0,2004.0,2,565,0,70,0,0,0,0,0,8,2006,196500,RL,Pave,None,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,2580,2,12
502,60,75.0,9803,7,5,2005,2005,0.0,400,0,466,866,866,902,0,1768,0,0,2,1,3,1,7,0,2005.0,2,603,0,108,0,0,0,0,0,2,2008,226700,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,Gd,Typ,None,RFn,TA,TA,None,None,2634,3,12
1293,70,60.0,6600,5,4,1892,1965,0.0,0,0,994,994,1378,994,0,2372,0,0,2,0,4,2,11,0,1985.0,1,432,0,287,0,0,0,0,0,12,2009,107500,RM,Pave,None,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Stone,GasA,N,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Min2,None,RFn,TA,TA,None,None,3366,44,9
34,20,70.0,10552,5,5,1959,1959,0.0,1018,0,380,1398,1700,0,0,1700,0,1,1,1,4,1,6,1,1959.0,2,447,0,38,0,0,0,0,0,4,2010,165500,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,Gd,Typ,Gd,RFn,TA,TA,None,None,3098,51,10
1108,60,168.0,23257,7,5,2006,2006,0.0,0,0,868,868,887,1134,0,2021,0,0,2,1,3,1,9,1,2006.0,2,422,0,100,0,0,0,0,0,9,2006,274725,RL,Pave,None,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,IR3,AllPub,Gtl,Gd,TA,Ex,Gd,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,2889,0,12
18,90,72.0,10791,4,5,1967,1967,0.0,0,0,0,0,1296,0,0,1296,0,0,2,0,2,2,6,0,1967.0,2,516,0,0,0,0,0,0,500,10,2006,90000,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,Slab,GasA,Y,SBrkr,CarPort,Y,Shed,WD,Normal,Reg,AllPub,Gtl,TA,TA,None,None,None,None,None,TA,TA,Typ,None,Unf,TA,TA,None,None,1296,39,9
580,50,81.0,12150,5,5,1954,1954,335.0,0,0,1050,1050,1050,745,0,1795,0,0,2,0,4,1,7,0,1954.0,1,352,0,0,0,0,0,0,0,11,2008,131500,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkTil,GasA,N,FuseF,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,None,Unf,Fa,TA,None,None,2845,54,10
559,60,57.0,21872,7,5,1996,1997,0.0,604,0,125,729,729,717,0,1446,0,1,2,1,3,1,6,1,1996.0,2,406,264,22,0,0,0,0,0,8,2008,175000,RL,Pave,None,HLS,FR2,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR2,AllPub,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,TA,Typ,TA,Unf,TA,TA,None,None,2175,11,12
942,60,65.0,8755,7,5,1999,1999,298.0,772,0,220,992,1022,1038,0,2060,1,0,2,1,3,1,8,1,1999.0,2,390,0,0,0,168,0,0,0,6,2009,214000,RL,Pave,None,Lvl,FR2,Gilbert,RRNn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,None,GdPrv,3052,10,12
1125,80,65.0,9125,7,5,1992,1992,170.0,0,0,384,384,812,670,0,1482,0,0,2,1,3,1,7,1,1992.0,2,392,100,25,0,0,0,0,0,7,2007,163900,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Gd,Typ,TA,Fin,TA,TA,None,None,1866,15,12
469,20,98.0,11428,8,5,2006,2006,248.0,0,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,7,1,2006.0,3,866,0,44,0,0,0,0,0,5,2007,250000,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,3260,1,13
1308,20,60.0,8072,5,5,1994,1995,0.0,746,0,244,990,990,0,0,990,1,0,1,0,3,1,5,0,2000.0,2,480,0,64,0,0,0,0,0,5,2009,138000,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,Gd,Gd,Gd,No,ALQ,Unf,Ex,TA,Typ,None,Unf,TA,TA,None,None,1980,14,10
1021,20,60.0,7024,4,5,2005,2005,0.0,1024,0,108,1132,1132,0,0,1132,1,0,1,1,2,1,5,0,2005.0,2,451,252,64,0,0,0,0,0,6,2008,176000,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,Fin,TA,TA,None,None,2264,3,9
775,20,110.0,14226,8,5,2006,2006,375.0,0,0,1935,1935,1973,0,0,1973,0,0,2,0,3,1,9,1,2006.0,3,895,315,45,0,0,0,0,0,7,2007,395000,RL,Pave,None,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,Reg,AllPub,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Gd,Gd,Typ,Gd,Fin,TA,TA,None,None,3908,1,13
187,80,73.0,9947,7,5,1990,1991,0.0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,1990.0,2,497,168,27,0,0,0,0,0,6,2009,173000,RL,Pave,None,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,None,Unf,TA,TA,None,GdPrv,2405,18,12
1112,60,80.0,10480,7,6,1976,1976,660.0,403,0,400,803,1098,866,0,1964,0,0,2,1,4,1,8,1,1976.0,2,483,0,69,0,0,0,0,0,9,2008,205000,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,Gd,RFn,TA,TA,None,None,2767,32,13
1091,90,60.0,8544,3,4,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1987.0,2,400,0,0,0,0,0,0,0,6,2009,92900,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,Slab,Wall,N,FuseA,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,None,None,None,None,None,Fa,TA,Typ,None,Unf,TA,TA,None,None,1040,59,7
176,20,84.0,12615,6,7,1950,2001,0.0,477,0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,1950.0,2,576,0,29,39,0,0,0,0,6,2007,243000,RL,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,Gd,Av,ALQ,Unf,TA,Gd,Typ,Gd,Unf,TA,TA,None,MnPrv,3360,6,13
1255,60,60.0,6931,7,5,2003,2004,92.0,0,0,746,746,760,896,0,1656,0,0,2,1,3,1,7,1,2003.0,2,397,178,128,0,0,0,0,0,7,2008,165400,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,None,None,2402,4,12
978,120,35.0,4274,7,5,2006,2007,0.0,1106,0,135,1241,1241,0,0,1241,1,0,1,1,1,1,4,0,2007.0,2,569,0,116,0,0,0,0,0,11,2007,199900,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,Fin,TA,TA,None,None,2482,0,12
393,20,73.0,8339,5,7,1959,1959,0.0,0,0,0,0,882,0,0,882,0,0,1,0,3,1,5,0,1959.0,1,294,0,0,0,0,0,0,1200,7,2007,106500,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Slab,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,IR1,AllPub,Gtl,TA,TA,None,None,None,None,None,TA,TA,Typ,None,RFn,TA,TA,None,MnPrv,882,48,12
1332,80,55.0,10780,5,5,1976,1976,0.0,483,0,428,911,954,0,0,954,0,0,1,0,3,1,6,0,1976.0,2,576,0,0,0,0,0,0,0,7,2006,132500,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,Gd,TA,Typ,None,Unf,TA,TA,None,None,1865,30,10
1231,90,71.0,18890,5,5,1977,1977,1.0,498,211,652,1361,1361,1259,0,2620,0,0,2,2,4,2,12,1,1977.0,2,600,155,24,145,0,0,0,8300,8,2007,190000,RL,Pave,None,Lvl,Inside,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,BuiltIn,N,Gar2,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Rec,Ex,TA,Typ,TA,RFn,TA,TA,None,None,3981,30,10
1405,50,60.0,10410,3,4,1915,1950,0.0,0,0,672,672,694,520,0,1214,0,0,1,0,3,1,6,0,1998.0,3,936,216,0,160,0,0,0,0,1,2006,105000,RL,Pave,Grvl,Lvl,Corner,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Family,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,None,Unf,TA,TA,None,MnPrv,1886,56,7
7,20,75.0,10084,8,5,2004,2005,186.0,1369,0,317,1686,1694,0,0,1694,1,0,2,0,3,1,7,1,2004.0,2,636,255,57,0,0,0,0,0,8,2007,307000,RL,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,3380,2,13
1292,160,21.0,1680,5,7,1972,1972,268.0,231,0,399,630,630,672,0,1302,0,0,2,1,3,1,6,0,1972.0,1,264,185,0,0,0,0,0,0,2,2009,119500,RM,Pave,None,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,None,Unf,TA,TA,None,None,1932,37,12
24,120,44.0,4224,5,7,1976,1976,0.0,840,0,200,1040,1060,0,0,1060,1,0,1,0,3,1,6,1,1976.0,2,572,100,110,0,0,0,0,0,6,2007,129900,RM,Pave,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,None,None,2100,31,12
904,20,50.0,14859,7,5,2006,2006,27.0,0,0,1670,1670,1670,0,0,1670,0,0,2,0,3,1,7,1,2006.0,3,690,144,60,0,0,0,0,0,8,2006,240000,RL,Pave,None,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,None,None,3340,0,12
1385,50,60.0,9060,6,5,1939,1950,0.0,204,0,356,560,698,560,0,1258,0,0,1,0,2,1,6,0,1939.0,1,280,0,0,0,0,0,0,0,10,2009,105000,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Wd Shng,None,BrkTil,GasA,Y,SBrkr,Detchd,P,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,TA,TA,Typ,None,Unf,TA,TA,None,MnPrv,1818,59,11
612,80,80.0,10395,6,6,1978,1978,233.0,605,0,427,1032,1032,0,0,1032,0,1,2,0,3,1,6,1,1978.0,2,564,0,0,0,0,0,0,500,7,2007,148000,RL,Pave,None,Lvl,FR2,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,None,MnPrv,2064,29,12
788,60,76.0,10142,7,5,2004,2004,0.0,656,0,300,956,956,1128,0,2084,1,0,2,1,4,1,8,0,2004.0,2,618,0,45,0,0,0,0,0,1,2010,233000,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,None,RFn,TA,TA,None,None,3040,6,12
355,50,60.0,8400,6,5,1940,2000,0.0,388,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1940.0,1,240,0,0,108,0,0,0,0,6,2006,140000,RL,Pave,None,Bnk,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,None,None,2535,6,11
109,50,85.0,8500,5,7,1919,2005,0.0,0,0,793,793,997,520,0,1517,0,0,2,0,3,1,7,0,0.0,0,0,0,0,144,0,0,0,0,8,2007,115000,RM,Pave,None,Lvl,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasW,N,FuseF,None,N,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Fa,Typ,None,None,None,None,None,None,2310,2,12
457,70,34.0,4571,5,5,1916,1950,0.0,0,0,624,624,624,720,0,1344,0,0,1,0,4,1,7,0,1916.0,3,513,0,0,96,0,0,0,0,5,2008,98000,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,N,SBrkr,Detchd,Y,None,COD,Abnorml,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,TA,Typ,None,Unf,Fa,Fa,None,None,1968,58,10
162,60,110.0,13688,9,5,2003,2004,664.0,1016,0,556,1572,1572,1096,0,2668,1,0,2,1,3,1,10,2,2003.0,3,726,400,0,0,0,0,0,0,3,2008,412500,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,IR1,AllPub,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,None,None,4240,4,14
914,90,82.0,6270,5,6,1949,1950,0.0,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,1949.0,3,871,0,0,0,0,0,0,0,8,2007,145000,RH,Pave,None,HLS,Inside,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,FuseA,2Types,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,None,Unf,TA,TA,None,None,3003,57,11
951,20,60.0,7200,5,8,1950,2002,0.0,398,149,317,864,864,0,0,864,1,0,1,0,3,1,5,0,1980.0,2,720,194,0,0,0,0,0,0,7,2007,129000,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,ALQ,BLQ,Gd,Gd,Typ,None,RFn,TA,TA,None,None,1728,5,13
131,60,88.0,14200,7,6,1966,1966,309.0,445,0,479,924,1216,941,0,2157,0,0,2,1,4,1,8,2,1966.0,2,487,105,66,0,0,0,0,0,5,2006,226000,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,Reg,AllPub,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,None,GdPrv,3081,40,13
1214,80,71.0,10246,4,9,1965,2001,0.0,648,0,0,648,960,0,0,960,1,1,0,0,0,1,3,0,1965.0,1,364,88,0,0,0,0,0,0,5,2006,145000,RL,Pave,None,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,Gd,TA,Gd,Av,GLQ,Unf,Ex,TA,Typ,None,Unf,TA,TA,None,None,1608,5,13
1165,80,68.0,16157,5,7,1978,1978,0.0,680,391,289,1360,1432,0,0,1432,1,0,1,1,2,1,5,1,1978.0,2,588,168,180,0,0,0,0,0,6,2007,194000,RL,Pave,None,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,IR1,AllPub,Gtl,TA,TA,Gd,TA,Gd,ALQ,Rec,Ex,Gd,Typ,TA,Unf,TA,TA,None,None,2792,29,12
